participant,Navon - conflicting-big - Mean RT,Navon - conflicting-big - Mean Accuracy,Navon - conflicting-small - Mean RT,Navon - conflicting-small - Mean Accuracy,Navon - consistent-big - Mean RT,Navon - consistent-big - Mean Accuracy,Navon - consistent-small - Mean RT,Navon - consistent-small - Mean Accuracy,OBW - none - Mean RT,OBW - none - Mean Overestimation,OBW - object - Mean RT,OBW - object - Mean Overestimation,Orientation - Mean Error Degrees
35365,0.34328035714285715,1,0.3831884375,0.875,0.30975625,0.9375,0.362536875,1,6.95193875,6.17410603475,5.196786666666667,5.9939392075,15.22409614675
